,recency,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,DM_category,marital_status
3619,2,86.08,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
3620,2,254.37,1,1,Surburban,0,Web,No E-Mail,1,0,11,Married
3621,4,105.24,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
3622,1,282.37,1,1,Urban,0,Phone,Mens E-Mail,1,0,5,Married
3623,1,277.17,1,0,Rural,0,Web,Mens E-Mail,1,0,2,Single_Man
3624,2,258.65,1,1,Surburban,0,Phone,Mens E-Mail,1,0,5,Married
3625,5,469.47,1,1,Rural,0,Web,Womens E-Mail,1,0,5,Married
3626,1,290.75,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3627,5,336.42,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3628,3,301.53,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
3629,4,141.33,0,1,Rural,0,Phone,No E-Mail,1,0,5,Single_Women
3630,2,61.97,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3631,2,242.13,1,0,Rural,0,Phone,Mens E-Mail,1,1,2,Single_Man
3632,9,29.99,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3633,1,443.59,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3634,6,701.82,1,0,Surburban,1,Web,Mens E-Mail,1,0,2,Single_Man
3635,11,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
3636,2,543.95,1,1,Surburban,1,Phone,Womens E-Mail,1,0,5,Married
3637,2,1126.34,1,0,Urban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3638,1,134.9,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3639,8,29.99,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
3640,6,183.36,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3641,12,91.94,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
3642,11,29.99,0,1,Rural,0,Web,Mens E-Mail,1,0,3,Single_Women
3643,9,519.28,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
3644,6,1218.23,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
3645,6,197.65,1,0,Surburban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3646,2,435.45,1,1,Urban,0,Multichannel,No E-Mail,1,0,11,Married
3647,1,221.14,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3648,3,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3649,12,74,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
3650,6,156.21,0,1,Surburban,1,Web,No E-Mail,1,0,5,Single_Women
3651,7,243.9,1,1,Urban,1,Phone,Mens E-Mail,1,0,5,Married
3652,4,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3653,2,227.87,1,1,Surburban,1,Web,Mens E-Mail,1,0,5,Married
3654,3,445.81,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
3655,10,29.99,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
3656,1,168.57,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
3657,9,106.02,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3658,7,187.87,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
3659,1,591.75,1,0,Surburban,1,Phone,Mens E-Mail,1,0,2,Single_Man
3660,1,87.98,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3661,1,284.63,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
3662,2,98.27,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3663,7,131.84,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3664,3,37.49,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3665,2,261.87,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
3666,9,328.2,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3667,11,29.99,1,0,Surburban,0,Phone,No E-Mail,1,1,6,Single_Man
3668,3,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3669,9,275.04,1,0,Rural,1,Phone,Womens E-Mail,1,0,4,Single_Man
3670,2,168.84,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
3671,1,125.29,1,0,Rural,1,Web,No E-Mail,1,0,6,Single_Man
3672,1,64.88,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
3673,3,396.42,1,0,Urban,0,Web,No E-Mail,1,0,6,Single_Man
3674,12,50.59,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3675,3,126.35,0,1,Rural,0,Web,Mens E-Mail,1,0,3,Single_Women
3676,3,219.63,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3677,5,184.92,0,1,Urban,1,Phone,Womens E-Mail,1,1,1,Single_Women
3678,7,268.61,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
3679,5,104.42,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3680,9,265.4,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
3681,1,292.08,1,0,Rural,1,Phone,Mens E-Mail,1,0,2,Single_Man
3682,11,79.22,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3683,9,641.15,1,1,Urban,1,Web,Womens E-Mail,1,0,5,Married
3684,5,497.17,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,5,Married
3685,2,29.99,0,1,Urban,1,Web,No E-Mail,1,0,5,Single_Women
3686,7,212.19,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3687,2,30.39,0,1,Rural,1,Web,Mens E-Mail,1,0,3,Single_Women
3688,5,160.49,1,0,Urban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3689,9,55.71,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3690,10,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
3691,1,542.37,1,1,Rural,1,Multichannel,No E-Mail,1,0,11,Married
3692,10,158.52,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
3693,6,337.11,1,1,Surburban,0,Web,Womens E-Mail,1,0,5,Married
3694,7,328.61,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
3695,10,173.3,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
3696,2,132.16,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3697,2,254.25,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3698,6,315.93,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
3699,5,380.12,1,1,Urban,0,Web,No E-Mail,1,0,11,Married
3700,10,41.13,0,1,Rural,0,Phone,Womens E-Mail,1,0,1,Single_Women
3701,10,88.37,0,1,Urban,0,Phone,Womens E-Mail,1,1,1,Single_Women
3702,12,80.94,1,0,Urban,1,Web,Mens E-Mail,1,0,2,Single_Man
3703,5,152.83,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3704,3,217.14,0,1,Rural,0,Phone,Mens E-Mail,1,0,3,Single_Women
3705,8,43.95,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3706,9,119.43,1,0,Urban,0,Phone,Womens E-Mail,1,0,4,Single_Man
3707,9,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3708,9,166.82,1,0,Rural,0,Web,No E-Mail,1,0,6,Single_Man
3709,1,254.97,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
3710,7,127.65,0,1,Rural,0,Web,Mens E-Mail,1,0,3,Single_Women
3711,3,214.86,1,0,Urban,1,Web,Womens E-Mail,1,0,4,Single_Man
3712,1,753.68,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,5,Married
3713,11,154.33,1,0,Rural,0,Phone,No E-Mail,1,0,6,Single_Man
3714,1,366.55,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3715,6,43.96,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3716,1,784.99,1,0,Surburban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3717,2,70.11,1,0,Surburban,1,Web,Mens E-Mail,1,0,2,Single_Man
3718,7,180.59,1,0,Urban,1,Phone,Mens E-Mail,1,1,2,Single_Man
3719,12,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3720,9,287.25,1,1,Surburban,0,Web,Womens E-Mail,1,0,5,Married
3721,2,851.55,1,1,Surburban,1,Web,No E-Mail,1,0,11,Married
3722,11,29.99,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
3723,1,155.24,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
3724,3,29.99,1,0,Urban,1,Web,Mens E-Mail,1,0,2,Single_Man
3725,1,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3726,2,121.87,1,0,Surburban,1,Phone,Mens E-Mail,1,0,2,Single_Man
3727,7,537.13,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
3728,5,476.82,1,0,Rural,0,Phone,Mens E-Mail,1,0,2,Single_Man
3729,5,425.73,1,0,Rural,0,Web,Mens E-Mail,1,0,2,Single_Man
3730,3,44.33,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
3731,1,479.27,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3732,12,163.39,1,0,Urban,1,Web,Womens E-Mail,1,0,4,Single_Man
3733,9,507.78,1,1,Rural,1,Web,No E-Mail,1,0,11,Married
3734,1,796.71,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3735,4,57.16,0,1,Urban,1,Web,Mens E-Mail,1,1,3,Single_Women
3736,9,248.28,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
3737,1,926.39,1,1,Urban,1,Web,No E-Mail,1,0,11,Married
3738,1,301.15,1,1,Urban,0,Phone,Mens E-Mail,1,0,5,Married
3739,1,545.84,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
3740,10,29.99,0,1,Rural,0,Phone,Womens E-Mail,1,0,1,Single_Women
3741,1,118.05,0,1,Rural,0,Web,Mens E-Mail,1,0,3,Single_Women
3742,2,516.52,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3743,4,181.08,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3744,3,842.86,1,1,Urban,1,Web,Womens E-Mail,1,0,5,Married
3745,4,197.46,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3746,6,112.31,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3747,4,325.26,1,0,Urban,0,Multichannel,Mens E-Mail,1,0,2,Single_Man
3748,4,276.72,1,1,Surburban,1,Web,Womens E-Mail,1,0,5,Married
3749,6,253.43,1,1,Urban,1,Multichannel,No E-Mail,1,0,11,Married
3750,6,29.99,1,0,Surburban,0,Phone,No E-Mail,1,0,6,Single_Man
3751,1,98.52,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
3752,8,29.99,1,0,Urban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3753,5,189.24,1,0,Surburban,0,Phone,No E-Mail,1,0,6,Single_Man
3754,10,50.46,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
3755,1,535.92,0,1,Urban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
3756,2,463.96,0,1,Urban,0,Multichannel,No E-Mail,1,0,5,Single_Women
3757,1,272.22,1,0,Urban,1,Phone,No E-Mail,1,0,6,Single_Man
3758,3,231.8,1,1,Urban,1,Web,No E-Mail,1,0,11,Married
3759,8,54.14,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3760,10,69.64,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
3761,2,140.94,0,1,Urban,1,Phone,Mens E-Mail,1,0,3,Single_Women
3762,3,87.2,1,0,Urban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3763,6,29.99,0,1,Rural,0,Phone,Womens E-Mail,1,0,1,Single_Women
3764,4,29.99,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3765,3,680.11,0,1,Urban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
3766,10,281.12,1,0,Rural,0,Multichannel,Womens E-Mail,1,0,4,Single_Man
3767,2,542.49,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,2,Single_Man
3768,2,222.74,1,1,Surburban,1,Web,Womens E-Mail,1,0,5,Married
3769,2,183.65,1,0,Rural,0,Phone,No E-Mail,1,0,6,Single_Man
3770,4,360.77,1,1,Surburban,0,Phone,Womens E-Mail,1,0,5,Married
3771,4,1118.73,1,1,Urban,1,Web,No E-Mail,1,0,11,Married
3772,2,460.32,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
3773,1,94.26,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3774,9,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,1,3,Single_Women
3775,10,42.62,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3776,5,33.36,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3777,10,29.99,1,0,Urban,0,Web,No E-Mail,1,1,6,Single_Man
3778,2,197.12,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
3779,9,159.69,0,1,Rural,0,Phone,Womens E-Mail,1,0,1,Single_Women
3780,10,55.96,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
3781,6,271,1,1,Rural,0,Phone,Mens E-Mail,1,0,5,Married
3782,1,163.58,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3783,1,596.86,1,1,Rural,1,Multichannel,Mens E-Mail,1,0,5,Married
3784,4,63.31,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3785,2,91.44,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
3786,8,29.99,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
3787,10,92.45,0,1,Rural,1,Phone,Mens E-Mail,1,0,3,Single_Women
3788,8,547.33,1,1,Rural,1,Web,No E-Mail,1,0,11,Married
3789,11,138.78,1,0,Surburban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3790,7,360.13,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3791,8,36.72,0,1,Surburban,1,Web,Mens E-Mail,1,1,3,Single_Women
3792,1,154.95,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3793,1,264.61,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3794,5,423.12,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
3795,4,405.32,1,0,Urban,1,Web,Womens E-Mail,1,0,4,Single_Man
3796,3,192.55,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3797,1,203.84,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
3798,1,469.03,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
3799,1,139.32,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
3800,2,845.16,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3801,9,33.27,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
3802,9,128.75,0,1,Urban,1,Web,Mens E-Mail,1,0,3,Single_Women
3803,2,147.36,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
3804,5,186.67,1,0,Surburban,0,Web,No E-Mail,1,0,6,Single_Man
3805,5,56.21,1,0,Surburban,1,Phone,Mens E-Mail,1,0,2,Single_Man
3806,1,66.42,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3807,1,249.17,0,1,Urban,0,Phone,Womens E-Mail,1,1,1,Single_Women
3808,7,219.7,1,1,Rural,0,Phone,No E-Mail,1,0,11,Married
3809,9,49.7,0,1,Rural,0,Phone,Mens E-Mail,1,0,3,Single_Women
3810,10,253.9,1,0,Surburban,0,Web,No E-Mail,1,0,6,Single_Man
3811,5,29.99,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
3812,1,110.72,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
3813,9,201.82,1,1,Urban,1,Phone,Mens E-Mail,1,0,5,Married
3814,7,489.49,1,0,Rural,1,Web,No E-Mail,1,0,6,Single_Man
3815,6,568.77,1,1,Surburban,1,Web,Mens E-Mail,1,0,5,Married
3816,9,40.65,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
3817,9,53.45,0,1,Rural,1,Phone,Mens E-Mail,1,0,3,Single_Women
3818,2,774.52,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3819,3,52.44,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3820,1,97.78,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
3821,1,189.85,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
3822,10,338.13,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
3823,11,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3824,3,788.43,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,5,Married
3825,4,50.92,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3826,1,879.5,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
3827,2,162.65,0,1,Rural,0,Web,No E-Mail,1,0,5,Single_Women
3828,1,589.97,1,0,Urban,1,Web,Womens E-Mail,1,0,4,Single_Man
3829,3,126.07,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3830,9,29.99,0,1,Urban,1,Web,Mens E-Mail,1,0,3,Single_Women
3831,6,148.34,1,0,Rural,1,Web,Mens E-Mail,1,0,2,Single_Man
3832,7,92.92,1,0,Urban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3833,1,872.04,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
3834,1,991.62,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3835,1,52.01,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
3836,3,382.37,1,1,Urban,1,Multichannel,Mens E-Mail,1,1,5,Married
3837,2,401.7,1,1,Surburban,0,Phone,Mens E-Mail,1,0,5,Married
3838,1,273.59,0,1,Surburban,0,Multichannel,No E-Mail,1,0,5,Single_Women
3839,2,70.41,0,1,Rural,0,Web,No E-Mail,1,0,5,Single_Women
3840,9,102.68,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3841,6,265.61,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,1,Single_Women
3842,1,111.93,1,0,Rural,1,Phone,Mens E-Mail,1,0,2,Single_Man
3843,9,29.99,1,0,Urban,1,Web,Womens E-Mail,1,1,4,Single_Man
3844,2,143.02,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3845,1,373.49,1,1,Surburban,0,Web,No E-Mail,1,0,11,Married
3846,8,552.08,1,1,Surburban,1,Web,Mens E-Mail,1,0,5,Married
3847,3,45.19,0,1,Rural,1,Phone,Mens E-Mail,1,0,3,Single_Women
3848,1,536.65,1,1,Surburban,1,Web,Womens E-Mail,1,0,5,Married
3849,1,100.79,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3850,10,29.99,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
3851,1,49.49,1,0,Urban,1,Phone,Mens E-Mail,1,0,2,Single_Man
3852,9,53.58,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
3853,9,34.47,1,0,Surburban,1,Web,Mens E-Mail,1,0,2,Single_Man
3854,1,417.98,0,1,Urban,0,Multichannel,No E-Mail,1,0,5,Single_Women
3855,2,711.82,1,1,Surburban,1,Multichannel,Womens E-Mail,1,1,5,Married
3856,2,707.74,1,1,Urban,1,Web,Womens E-Mail,1,0,5,Married
3857,6,430.49,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
3858,3,29.99,0,1,Rural,1,Web,No E-Mail,1,0,5,Single_Women
3859,4,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3860,6,243.63,0,1,Rural,0,Phone,No E-Mail,1,0,5,Single_Women
3861,4,377.59,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,2,Single_Man
3862,1,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
3863,8,71.79,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3864,1,867.09,1,0,Urban,1,Multichannel,No E-Mail,1,0,6,Single_Man
3865,3,187.49,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3866,9,320.06,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
3867,2,42.13,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
3868,11,115.69,0,1,Urban,1,Web,No E-Mail,1,0,5,Single_Women
3869,2,79.89,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
3870,2,100.78,1,0,Rural,1,Web,Mens E-Mail,1,1,2,Single_Man
3871,1,1257.24,1,1,Surburban,1,Phone,Womens E-Mail,1,0,5,Married
3872,2,99.92,1,0,Rural,1,Web,No E-Mail,1,0,6,Single_Man
3873,10,855.96,1,0,Rural,1,Phone,Mens E-Mail,1,0,2,Single_Man
3874,10,67.3,0,1,Urban,1,Web,Womens E-Mail,1,0,1,Single_Women
3875,9,292.89,1,1,Urban,0,Web,Mens E-Mail,1,0,5,Married
3876,5,710.31,1,0,Urban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3877,10,131.95,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
3878,12,223.86,1,1,Surburban,0,Phone,Mens E-Mail,1,1,5,Married
3879,5,29.99,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3880,4,29.99,1,0,Urban,0,Web,Womens E-Mail,1,1,4,Single_Man
3881,3,193.3,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3882,4,288.41,1,1,Surburban,0,Web,Womens E-Mail,1,0,5,Married
3883,6,71.1,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3884,1,394.42,1,1,Surburban,0,Web,No E-Mail,1,0,11,Married
3885,1,226.17,0,1,Rural,0,Phone,No E-Mail,1,0,5,Single_Women
3886,1,68.76,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
3887,1,84.23,0,1,Urban,1,Web,Mens E-Mail,1,0,3,Single_Women
3888,1,463.17,1,1,Surburban,0,Phone,Womens E-Mail,1,0,5,Married
3889,10,185.72,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3890,8,198.54,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
3891,10,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,1,1,Single_Women
3892,3,251.76,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3893,9,251.92,0,1,Rural,0,Phone,Mens E-Mail,1,0,3,Single_Women
3894,3,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3895,3,512.73,1,1,Surburban,1,Phone,Mens E-Mail,1,0,5,Married
3896,2,103.37,1,0,Urban,0,Phone,Womens E-Mail,1,0,4,Single_Man
3897,1,29.99,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
3898,7,441.51,0,1,Rural,0,Web,No E-Mail,1,0,5,Single_Women
3899,3,29.99,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
3900,7,67.9,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3901,6,303.17,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
3902,2,135.18,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
3903,3,29.99,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
3904,3,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
3905,5,29.99,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3906,12,29.99,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3907,1,324.72,1,1,Urban,0,Web,No E-Mail,1,0,11,Married
3908,7,104.24,1,0,Urban,1,Phone,Mens E-Mail,1,0,2,Single_Man
3909,4,642.93,1,1,Rural,1,Phone,Mens E-Mail,1,0,5,Married
3910,8,304.89,1,1,Urban,0,Phone,Mens E-Mail,1,0,5,Married
3911,7,168.39,1,0,Urban,0,Web,No E-Mail,1,0,6,Single_Man
3912,7,29.99,1,0,Surburban,1,Phone,Womens E-Mail,1,0,4,Single_Man
3913,5,770.44,1,1,Rural,1,Phone,Mens E-Mail,1,0,5,Married
3914,3,310.95,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
3915,2,106.47,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
3916,7,371,1,0,Urban,0,Multichannel,Mens E-Mail,1,0,2,Single_Man
3917,4,498.05,1,1,Surburban,1,Web,No E-Mail,1,1,11,Married
3918,9,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3919,12,302.7,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3920,6,30.87,0,1,Urban,1,Web,No E-Mail,1,1,5,Single_Women
3921,4,192.08,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
3922,6,40.33,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3923,1,355.5,1,1,Urban,1,Phone,Mens E-Mail,1,0,5,Married
3924,9,409.3,0,1,Rural,0,Phone,No E-Mail,1,0,5,Single_Women
3925,1,627.98,1,0,Surburban,1,Multichannel,Womens E-Mail,1,0,4,Single_Man
3926,3,272.66,0,1,Urban,1,Phone,Mens E-Mail,1,0,3,Single_Women
3927,2,70.19,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3928,4,59.04,1,0,Surburban,0,Web,No E-Mail,1,0,6,Single_Man
3929,3,106.7,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
3930,2,45.5,1,0,Surburban,0,Phone,Womens E-Mail,1,0,4,Single_Man
3931,9,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
3932,1,812.21,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
3933,10,734.9,1,0,Rural,1,Multichannel,Mens E-Mail,1,0,2,Single_Man
3934,6,134.83,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
3935,2,222.86,1,0,Surburban,0,Phone,Womens E-Mail,1,0,4,Single_Man
3936,6,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
3937,1,29.99,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
3938,10,301.01,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
3939,10,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
3940,10,174.07,1,0,Surburban,0,Web,No E-Mail,1,0,6,Single_Man
3941,3,166.94,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
